0.1,2.82842712474619,0.06864809,0.0
0.2,2.82842712474619,0.1305133,0.0
0.30000000000000004,2.82842712474619,0.3102651,0.0
0.4,2.82842712474619,0.4114128,0.0
0.5,2.82842712474619,0.6211827,0.0
0.6000000000000001,2.82842712474619,0.7973253,0.0
0.7000000000000001,2.82842712474619,0.984817,0.0
0.8,2.82842712474619,1.143841,0.0
0.9,2.82842712474619,1.172754,0.0
1,2.82842712474619,1.359172,0.0
2,2.82842712474619,2.115706,0.0
3,2.82842712474619,2.486721,0.0
4,2.82842712474619,2.643718,3.316519
5,2.82842712474619,2.727727,5.002155
6,2.82842712474619,2.780576,5.998938
7,2.82842712474619,2.813679,7.002708
8,2.82842712474619,2.832189,8.011019
9,2.82842712474619,2.846951,9.00222
10,2.82842712474619,2.858063,10.00049
20,2.82842712474619,2.869666,19.99371
30,2.82842712474619,2.85401,29.99921
40,2.82842712474619,2.836673,40.00293
50,2.82842712474619,2.81992,50.00076
60,2.82842712474619,2.805433,59.99873
70,2.82842712474619,2.790895,70.00508
80,2.82842712474619,2.777014,79.99753
90,2.82842712474619,2.763843,90.00072
100,2.82842712474619,2.751281,100.0139
200,2.82842712474619,2.646398,200.0036
300,2.82842712474619,2.561255,163.8496
400,2.82842712474619,2.486792,0.0
500,2.82842712474619,2.420317,0.0
600,2.82842712474619,2.359143,0.0
700,2.82842712474619,2.303015,0.0
800,2.82842712474619,2.251261,0.0
900,2.82842712474619,2.201938,0.0
1000,2.82842712474619,2.155449,0.0
2000,2.82842712474619,1.822317,0.0
3000,2.82842712474619,1.60206,0.0
4000,2.82842712474619,1.445726,0.0
5000,2.82842712474619,1.327813,0.0
6000,2.82842712474619,1.235795,0.0
7000,2.82842712474619,1.161477,0.0
8000,2.82842712474619,1.100391,0.0
9000,2.82842712474619,1.048856,0.0
10000,2.82842712474619,1.004901,0.0
20000,2.82842712474619,0.7677808,0.0
30000,2.82842712474619,0.6599695,0.0
40000,2.82842712474619,0.5905977,0.0
50000,2.82842712474619,0.5379265,0.0
60000,2.82842712474619,0.4937571,0.0
70000,2.82842712474619,0.4542423,0.0
80000,2.82842712474619,0.4186459,0.0
90000,2.82842712474619,0.3852505,0.0
100000,2.82842712474619,0.3545321,0.0
200000,2.82842712474619,0.07075008,0.0
300000,2.82842712474619,0.009012811,0.0
400000,2.82842712474619,0.006357862,0.0
500000,2.82842712474619,0.005568447,0.0
600000,2.82842712474619,0.004446698,0.0
700000,2.82842712474619,0.004232909,0.0
800000,2.82842712474619,0.004116822,0.0
900000,2.82842712474619,0.003966493,0.0
1000000,2.82842712474619,0.003841611,0.0
2000000,2.82842712474619,0.003501859,0.0
3000000,2.82842712474619,0.003261454,0.0
4000000,2.82842712474619,0.0032731,0.0
5000000,2.82842712474619,0.002696089,0.0
6000000,2.82842712474619,0.002884722,0.0
7000000,2.82842712474619,0.001869663,0.0
8000000,2.82842712474619,4.382668e-06,0.0
9000000,2.82842712474619,0.0,0.0
